city,state,county,street1,street2,zipcode,latitude,longitude,province,footnotes,isvalidated,dpvfootnotes,dpvmatchcode,lasclinkcode,lasclinkindicator,latlongprecision,suitelinkmatch
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,15050 WEST 64TH AVENUE,,80007,39.81172,-105.1686,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5112 LOMAS BLVD. NE,,87110,35.08731,-106.58833,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,4700 W. 38TH AVE.,,80212,39.76927,-105.04788,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
LOVELAND,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,1440 NORTH LINCOLN AVE,,80538,40.40735,-105.07295,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAS VEGAS,"{""code"": ""NV"", ""name"": ""Nevada""}",,PO BOX 23053,,891050513,0,0,,,FALSE,,,,,,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,4345 CORBETT DR,,80528,40.53824,-105.03042,,A - The address was found to have a different 5-digit ZIP Code than given in the submitted list. The correct ZIP Code is shown in the ZIP Code field | ,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAS VEGAS,"{""code"": ""NV"", ""name"": ""Nevada""}",Clark,1660 HELM DRIVE,SUITE 400,89119,36.06823,-115.12924,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
CENTENNIAL,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,20831 E. SMOKY HILL RD,,80015,39.60866,-104.74567,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
CANOGA PARK,"{""code"": ""CA"", ""name"": ""California""}",Los Angeles,DBA BUYERS CONSULTAION SERVICE,8735 REMMET AVENUE,91304,34.22846,-118.60032,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
MIDDLEFIELD,"{""code"": ""OH"", ""name"": ""Ohio""}",Geauga,16777 SHEDD ROAD,,44062,41.42714,-81.04364,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
SPROUTS,"{""code"": ""FL"", ""name"": ""Florida""}",,,,0,0,0,,,FALSE,,,,,,FALSE
EL PASO,"{""code"": ""TX"", ""name"": ""Texas""}",El Paso,100 PITT STREET,,79912,31.83373,-106.53933,,M - The spelling of the street name was changed in order to achieve a match | ,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
ENGLEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,5001 S. BROADWAY,,80113,39.62415,-104.98807,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LOVELAND,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,1440 NORTH LINCOLN AVE,,80538,40.40735,-105.07295,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
STAPLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3555 N CENTRAL PARK BLVD,,80238,39.75522,-104.88957,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | V - The city and state in the submitted address could not be verified as corresponding to the given 5-digit ZIP Code. This comment does not necessarily denote an error; however, SmartyStreets recommends that the customer check the accuracy of the city and state in the submitted address | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip6,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,2905 PEARL ST.,,80301,40.02333,-105.25399,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
FORT COLLINS,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,4345 CORBETT DR,,80528,40.53824,-105.03042,,A - The address was found to have a different 5-digit ZIP Code than given in the submitted list. The correct ZIP Code is shown in the ZIP Code field | ,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,2950 BASELINE RD,,80303,39.99815,-105.25375,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
BOULDER,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,2950 BASELINE RD,,80303,39.99815,-105.25375,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
BOGALUSA,"{""code"": ""LA"", ""name"": ""Louisiana""}",Washington,209 INDUSTRIAL PARKWAY DRIVE,,70427,30.80758,-89.85787,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
PARKER,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,9751 S. PARKER ROAD,,80134,39.53918,-104.77128,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
STAPLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3555 N CENTRAL PARK BLVD,,80238,39.75522,-104.88957,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | V - The city and state in the submitted address could not be verified as corresponding to the given 5-digit ZIP Code. This comment does not necessarily denote an error; however, SmartyStreets recommends that the customer check the accuracy of the city and state in the submitted address | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip6,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
WHEAT RIDGE,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,3725 KIPLING ST.,,80033,39.76697,-105.11027,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
AURORA,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,1150 S IRONTON ST,UNIT 130,80010,39.69367,-104.86327,,"A - The address was found to have a different 5-digit ZIP Code than given in the submitted list. The correct ZIP Code is shown in the ZIP Code field | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
LOS ANGELES,"{""code"": ""CA"", ""name"": ""California""}",Los Angeles,1321 PALMETTO ST,,90013,34.04045,-118.23194,,,TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,13150 CENTRAL AVE. SE,,87123,35.06848,-106.501,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,5617 BARNES ROAD,,80917,38.89385,-104.7234,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,10701 CORRALES RD. NW,,87114,35.20722,-106.64305,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,15050 WEST 64TH AVENUE,,80007,39.81172,-105.1686,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,11201 MONTGOMERY BLVD. NE,,87111,35.13075,-106.51561,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
WHEAT RIDGE,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,3725 KIPLING ST.,,80033,39.76697,-105.11027,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ENGLEWOOD,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,5001 S. BROADWAY,,80113,39.62415,-104.98807,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD NW,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,15050 WEST 64TH AVENUE,,80007,39.81172,-105.1686,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ARVADA,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,15050 WEST 64TH AVENUE,,80007,39.81172,-105.1686,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LONE TREE,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,10018 COMMONS ST.,,80124,39.53757,-104.88582,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
LITTLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Jefferson,8601 W. CROSS DR.,,80123,39.61499,-105.09245,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
SANTA FE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Santa Fe,3201 ZAFARANO DR.,SUITE #20,87507,35.62897,-106.00411,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | S - The secondary information (apartment, suite, etc.) does not match that on the national ZIP+4 file. The secondary information, although present on the input address, was not valid in the range found on the national ZIP+4 file | ",TRUE,"AA - City/state/ZIP + street are all valid | CC - Confirmed address by dropping secondary (apartment, suite, etc.) information | ","S - Confirmed By Dropping Secondary; address was DPV confirmed by dropping all or part of the secondary info (apartment, suite, etc.)",,,Zip8,FALSE
DENVER,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,197 E. MISSISSIPPI AVENUE,,80209,39.69943,-104.98197,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
LOVELAND,"{""code"": ""CO"", ""name"": ""Colorado""}",Larimer,1440 NORTH LINCOLN AVE,,80538,40.40735,-105.07295,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
COLORADO SPRINGS,"{""code"": ""CO"", ""name"": ""Colorado""}",El Paso,13415 VOYAGER PARKWAY,,80921,39.02671,-104.81466,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,N  No match; a new address could not be furnished; the input record could not be matched to a record in the master file | ,Zip9,FALSE
GREELEY,"{""code"": ""CO"", ""name"": ""Colorado""}",Weld,4759 W. 29TH ST,UNIT B,80634,40.38944,-104.75847,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
STAPLETON,"{""code"": ""CO"", ""name"": ""Colorado""}",Denver,3555 N CENTRAL PARK BLVD,,80238,39.75522,-104.88957,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | V - The city and state in the submitted address could not be verified as corresponding to the given 5-digit ZIP Code. This comment does not necessarily denote an error; however, SmartyStreets recommends that the customer check the accuracy of the city and state in the submitted address | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip6,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,13150 CENTRAL AVE. SE,,87123,35.06848,-106.501,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
GRAND JUNCTION,"{""code"": ""CO"", ""name"": ""Colorado""}",Mesa,1450 W. INDEPENDENT AVE.,,81505,39.08093,-108.58469,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,6300 SAN MATEO BLVD. NE,,87109,35.14915,-106.58458,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
LONGMONT,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,1101 S. HOVER,,80501,40.15163,-105.1335,,"L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
LAFAYETTE,"{""code"": ""CO"", ""name"": ""Colorado""}",Boulder,555 W. SOUTH BOULDER RD.,SUITE A,80026,39.987,-105.08704,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip9,FALSE
ALBUQUERQUE,"{""code"": ""NM"", ""name"": ""New Mexico""}",Bernalillo,5600 COORS BLVD NW,,87120,35.13603,-106.69921,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip7,FALSE
AURORA,"{""code"": ""CO"", ""name"": ""Colorado""}",Arapahoe,15405 EAST BRIARWOOD CIRCLE,,80016,39.59405,-104.809,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
LONE TREE,"{""code"": ""CO"", ""name"": ""Colorado""}",Douglas,10018 COMMONS ST.,,80124,39.53757,-104.88582,,"N - The delivery address was standardized. For example, if STREET was in the delivery address, SmartyStreets will return ST as its standard spelling | ",TRUE,AA - City/state/ZIP + street are all valid | BB - ZIP+4 matched; confirmed entire address; address is valid | ,Y - Confirmed; entire address was DPV confirmed deliverable,,,Zip8,FALSE
GRAND JUNCTION,"{""code"": ""CO"", ""name"": ""Colorado""}",Mesa,1450 W. INDEPENDENT AVE.,,81505,39.08093,-108.58469,,"H - ZIP+4 information indicates that this address is a building. The address as submitted does not contain a secondary (apartment, suite, etc.) number. SmartyStreets recommends that the customer check the accuracy of the submitted address and add the missing secondary number to ensure the correct Delivery Point Barcode (DPBC) | L - An address component (i.e., directional or suffix only) was added, changed, or deleted in order to achieve a match | ",TRUE,"AA - City/state/ZIP + street are all valid | N1 - Confirmed with missing secondary information; address is valid but it also needs a secondary number (apartment, suite, etc.) | ","D - Confirmed - Missing Secondary Info; the address was DPV confirmed, but it is missing secondary information (apartment, suite, etc.)",,,Zip9,FALSE
